PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_Quality
113.18946390481364,149.1565365303658,28.936286829551673,37.503812833184256,46.996011941066406,42.60602562285058,1.1346374986400642,9.143024861286554,18.25142481776861,3.5920249700814133,23.47228726473111,0.24101248504070666,283.78249918403856,Poor
103.38221837452795,180.5243459609898,40.90288213124428,44.26612902531723,61.58718283241468,37.66392316035182,1.2565126867034129,14.95735855640671,36.42984397984755,3.4437410473648407,28.42689661651695,1.4937410473648407,221.0,Poor
107.82879510458228,220.5645684911136,61.177549414016845,46.90567972232268,107.89337335791704,30.79015054124859,1.201204895417724,12.514737991375492,30.76725465119077,39.940194213517344,50.03877902269001,4.140680878168712,263.59836819409196,Poor
77.93074568556763,145.93869938994231,47.779649576767824,15.150943774741373,47.70441237356595,25.67283269824215,1.2145669976544429,7.580550344429962,6.761220091971383,10.447324215876401,0.4206692895354094,0.7387401069914632,206.80314744249125,Poor
98.76427268896762,188.6148215968884,38.71606105219213,32.544462895367715,50.42856763072834,25.410000270756782,2.0894755109265883,9.6999519745756,19.17057386828173,2.3889738161598477,4.794702480976151,3.511217744024181,263.4725546039606,Poor
106.24092939077462,164.42822841788006,5.028193538108312,74.50446446172249,43.72710502166739,12.801640326280074,1.0515973532162683,10.320970027190006,28.172166602941303,0.06862685869657179,0.06862685869657179,0.1,262.1179135865427,Poor
92.50720599409635,240.15462240613275,33.87882367995748,51.854782765651656,62.572822780103095,40.03169201920968,1.3670994379874006,16.48299033317188,51.592146721416995,3.30847073815921,5.308621506278331,0.0,265.7099437987401,Poor
101.7545740329095,203.85889005958416,46.678470279243115,66.8710613650411,113.68480912938816,28.47892626146004,0.951578296131638,25.894403559787488,45.9748852076229,22.325266030225826,31.496659642495068,3.44736125744802,220.9741075144352,Poor
106.89213673071468,195.37767947454103,25.48428257240595,31.24338339252677,44.802228784943466,29.21172641308534,8.900522479413905,6.358015646181452,32.52101574029543,3.2432017970982594,15.404730905830991,10.097845361045383,275.7257846619221,Poor
108.58476690094605,250.05198798593213,44.087762859646475,60.35579660662317,74.32572448934602,41.693808620691016,1.7858966835047545,17.336117878321687,47.09594430045282,2.4881569404772303,4.742432451131219,0.0,240.65847682846558,Poor
124.06355854140614,283.1622029851826,53.08966436220968,69.90244553333837,77.63413805596736,38.984558770849965,1.7209348413408665,16.651303173182672,58.30279751815443,5.4949621320326445,7.069723751118644,0.09850331973885706,293.0,Poor
119.23316676079149,331.6291910198022,51.010972225029796,74.91666545659035,79.06557487782018,46.42072350066357,2.484353474645532,20.662621244517087,55.94589570349932,4.609264482450944,6.107176737322767,0.0,295.1079469441924,Poor
91.03636205916989,201.78451475085203,30.52376629387547,51.195035172633716,55.78531721968956,33.982778130200785,1.2469111518474774,19.303624271368328,48.594908817546795,3.8104514084865846,36.818251041859284,0.5426517751138807,208.9308884815252,Poor
88.3345472113108,134.14876435845352,13.460371469072854,17.94118209077702,26.796123663500858,31.18197857969221,3.776620746677255,18.930876318338345,22.28302629681447,4.892717138062311,6.286106144398416,10.236956184083084,253.70501462952004,Poor
48.266798569381294,58.348940703104105,8.78439941242446,15.814259450176472,20.154094031990265,24.63324851048075,9.841223437743967,5.805812446954719,24.784447769624627,1.2187530223250107,3.4214117571921285,1.1702824791722388,250.01412395861198,Poor
98.98504258854479,309.3086512964447,31.680734431326695,57.4309591063959,61.84311351157498,32.25683455700948,1.2612441875841829,11.543187171346528,54.34954217515804,4.276149667623845,7.404557603257844,0.8894437444159767,267.4798574594059,Poor
116.99941985231315,211.29400047163585,30.005226009971302,59.46935853965029,89.70658596452921,20.77134894972097,1.059331813617758,14.405361212253547,36.13731153327542,30.3847173937245,38.43204229001619,3.85265859645292,259.26672431105055,Poor
100.23767013658673,193.22990492683837,71.88688587435975,58.73880237506708,126.62347450316591,25.75353575586103,1.448646424413897,14.080839126684165,35.39407124875365,27.501581300929764,49.56298974097307,5.233708616747482,223.17541618162133,Poor
91.62641765656986,221.2704796610684,33.99971753412147,55.545607567101364,60.926581985894785,36.307433825832476,1.3838559247044482,20.64511280937639,55.02160508228044,4.5831355482266884,29.334990230520674,0.5227589270553179,225.02824658785286,Poor
82.74607512021295,111.40353239702696,15.85974773224392,23.78078309847395,30.84408638511373,16.62744412921115,11.530598435778355,5.20980657223584,21.787696396967224,2.1197389671753517,7.962070110111313,2.3877677622132607,265.82898278625584,Poor
84.77978251486554,257.5036050444685,17.477170498482696,51.33405598745655,43.314945534211255,36.13670176602659,1.3906560889010775,21.09057403053588,57.5812177802155,3.968309853830697,28.046974436313963,1.860258514317056,229.51292571585282,Poor
77.97192768059365,218.27256877358485,20.48919483418823,45.39169776636938,55.7983436855316,49.85989270669533,1.0981985392163118,11.50212334069769,58.61136415773077,1.7408854027768916,3.6363817508176712,0.0,221.36335767972813,Poor
106.73627240277813,223.1951410585797,54.90559639680157,11.388444761172307,66.29404115797387,9.335101613437304,1.1235738174271417,5.1202286693046535,20.61277747563582,4.435170501784748,8.192584250698633,13.936081178228395,216.26611405960116,Poor
127.3965882783678,256.1959526123552,42.665100344079725,51.827617363647576,71.50717885060044,45.434835999506575,1.5083944832636222,14.655593669825176,38.974544248584266,3.1116134737880894,17.961870747973215,1.0949270622694227,292.53885598080217,Poor
109.59772983214016,299.9180196608945,38.53140155325338,52.48173948099232,71.91033879939549,45.17487935302927,1.9661353018440517,16.373574869401615,59.76869529845821,3.462415481746246,5.348212565299192,0.0,248.90338073015013,Poor
77.36216879380163,148.78164467970868,16.523337504287042,34.92556187162015,44.40238302374085,40.81524392327973,0.9631782123543692,8.956106562760912,37.78124740316436,1.074824163112871,3.067208457903572,0.22483540492414986,216.40408518355576,Poor
95.35210370742851,205.77397047204502,131.25110757566227,65.54102453984517,196.80182059251808,21.62693179494436,1.51859087756791,8.852185222665712,12.020461536084369,5.467361029049827,9.103133661753557,3.0892069884869704,236.4795785536944,Poor
93.56736076587431,189.16748892489122,35.53982896323458,54.64864804678986,90.67463577625144,33.7807935940206,0.877360528759851,13.100171748108822,44.18815435989493,11.475386255409004,20.239613626033762,3.121974273350846,225.1502143887429,Poor
103.36146074206283,169.64079826083125,3.5275867339993487,45.96772075884378,24.68152145684925,19.954263175340415,0.11918150090660234,17.10739406110852,67.30893926573043,0.2821636998186796,4.157757413872776,0.18432739963735906,226.7017801087923,Poor
68.01148647342728,146.65580552642268,15.904919268102127,35.828411146665,44.12060021510672,44.983423418448496,1.0372311924330968,9.19045922729252,40.516917641067955,1.3997022365032246,4.210302451609946,0.8654990072273097,215.5796770724085,Poor
118.9195248705327,194.1966807073776,15.204550460051715,11.504811960892212,19.962901811411214,17.65380865436947,0.94936759631838,9.935436601512151,13.878230304766355,3.689497699816821,6.319375359380058,1.0524033927588792,294.9493818285981,Poor
71.65406382236047,140.32370276065012,14.354093727666097,35.23173226290989,35.438462419183715,34.706169191583065,2.275341094370998,9.164853587722607,29.64449673928442,2.5020114400335687,12.184608529176712,0.5916682390264927,278.1395885618373,Poor
69.33496484854024,114.94542903278317,38.59678985333347,37.013930458207476,72.80656754697048,34.289410222393215,0.9972806384202528,9.186376591257401,14.43825479773836,3.3241527645704685,3.4349866995780682,2.3645781873080307,207.3596807898736,Poor
90.6697813350416,196.73743426586728,41.73079727026131,50.50884231935702,65.9080119310959,33.862566204169866,1.2579499254306503,16.967637076881505,36.54172184211317,4.58719880689041,39.22661973155034,0.8724412527650696,221.44600894832192,Poor
178.41077031078328,298.68129477116616,25.53012447504116,39.44756082446754,46.70464100994296,30.10784739657678,1.3439982738827494,12.127001294587936,22.53704134783728,4.509544584307126,27.440125690652362,1.3302520497642352,292.7549762658878,Poor
79.53795887235128,199.36544573496124,43.781924981136996,45.06624473192068,61.98626618423771,36.06896204632218,1.2320241177950038,13.623423838397892,33.17947251823423,4.742024117795004,50.18806613393639,0.8219035288199845,236.13974993712338,Poor
93.52431754338768,196.82553756232983,64.94771031868822,56.63592545087339,116.08061069225731,29.170648756860107,1.1955756269326072,12.523103937654867,38.251517586288976,31.00655769925051,42.20831827980055,5.169249461097005,208.3583512967665,Poor
134.324999716103,254.67234351016117,39.50296895946426,51.878437483459386,62.00609384819107,40.63796865632001,1.6060937519547993,14.233593706242573,37.280312599544395,4.089062509322888,32.48578133525932,1.7959375243598052,291.6718748947416,Poor
130.37032268425446,265.183706203059,54.57410430516755,51.79140692372217,71.40200400706135,33.937336988263866,1.4999794061039136,17.003102301636872,42.509094008219506,5.554797539904254,50.92039142367295,2.0926012300478725,260.21139342720363,Poor
133.91593458971593,285.3851479621094,69.97937326889557,58.75286802754082,89.29866283407475,36.92486330428665,2.1600649263896536,14.065317789014234,52.73787111500949,6.3988924959105375,48.017705043570004,5.459115982808972,291.9967536805173,Poor
132.3947519863004,265.23883586273394,31.10238469975975,21.711186431599998,52.80402048345759,3.7822307383590568,2.7612491290314596,15.358591332908508,25.055733595628,9.64629859266248,12.064249686697394,17.351592586118933,297.9101295804333,Poor
119.85962045175762,263.6485247895526,48.81490536161404,57.34147620514598,79.78971186746345,45.86236093353502,1.5199718975956091,15.297617740987047,45.67037987980855,3.41449060247464,6.2272734036417114,0.3974701204724483,293.0,Poor
133.55067746435614,256.12814168336604,9.546551211672957,27.84942303443943,37.394848130091795,3.4649553591765265,2.093467629708708,4.936969804807138,19.99549104905821,9.014458701544012,11.179098209811642,10.86102786065475,284.68917403088034,Poor
77.45674029054847,133.45078239302336,13.281386368492019,41.95116928893914,49.506871444913216,36.03063607028837,6.6539316666521655,14.033704227828279,56.78729524474795,2.0877283868470267,7.144770665129832,2.0710522859379763,232.17987920490623,Poor
115.62829713842407,180.85886900849223,13.991003670088165,9.57889704464037,21.97124098346027,33.07936797374056,0.7732536769771298,17.90151703966155,20.25315974504619,3.2962205910719264,3.778543116529726,1.9709311515193302,212.365374320499,Poor
99.85659803959268,223.088188901488,31.93598181047182,53.84055673093611,73.4633540789505,29.08381197727577,1.56878496685018,9.875741741126873,66.45808152184642,5.208957322010049,12.78718281925735,3.71541960220216,284.0774228886023,Poor
100.12247737868715,300.3040363272274,27.797806390212603,49.472069080281756,57.617453867170106,39.84400680885085,1.1456572077033411,14.851229121667249,63.800777361044595,3.227770715263244,5.0313474946000705,0.0,268.6522458243335,Poor
126.05361989582443,281.7590470578884,63.1853546306786,64.47378068356703,91.75018079963682,41.365731589859784,1.9618851609702748,28.26751813284634,56.400990101695186,6.523401936604039,43.78622360335531,1.0927845071676936,284.7540643881099,Poor
83.61801442180482,107.05557581122056,8.764796905400567,15.210932898096145,22.06214030816684,11.643864007304424,0.9763666122620184,10.734050734462754,33.684950159981184,1.4721075732846371,10.720823535923637,0.7921514656927439,207.05378664231858,Poor
125.62933879093069,271.82295075065923,45.83625694101286,53.109831042660026,65.7764171358456,35.35896882761703,1.4609466937129751,17.003148851909042,46.61067578102425,5.57545587017772,58.1280570872616,1.3792076916720846,258.39586369157274,Poor
103.79720958615181,203.56819727897903,44.93316903934928,17.489104011589415,53.35813564394166,11.123003459416633,1.102493181207927,6.908358568421848,17.682324807064322,3.941584519674641,6.81644954093866,10.808447478627503,264.0131220063575,Poor
93.763341740481,164.3267240115808,18.161448254654566,19.26342550017285,30.446033503876734,31.761662912835213,0.6240037226529709,13.05458194513309,13.497124802409987,3.0640037226529713,2.2825707771741786,1.5663910656328701,223.30991624030816,Poor
106.32584510132251,173.22963058653744,23.82798709177688,41.199184379066246,45.63149215080392,36.863120056393974,1.2483042170168517,10.44741070985762,40.000116829338204,2.4807766778210327,11.080475141751556,0.5825080676394522,258.30744407263217,Poor
97.97263039543142,217.1598914096284,39.59256945293113,54.723727542549604,62.06726592180294,30.638711949877205,1.5032900131652225,18.080643155207195,51.785249235942345,4.464485935442935,33.19519003315044,1.8252706060749928,216.67478194940242,Poor
158.05142905352395,298.40724729903684,38.10168808072995,63.52875530568285,67.28038957003228,46.67307914214375,1.6188521415218395,18.477159775669016,59.63880483694051,2.170967784394229,6.4017303579629745,0.6323394786402267,293.08608938586207,Poor
134.4938273372394,196.98091139993156,27.86016496934257,44.23048923630726,49.653307276955566,42.26674031519176,1.142197371339979,11.885954676540857,21.416536137787237,3.929991615914625,28.687196015157518,0.7751579414396568,282.78026286600215,Poor
106.39225590144684,176.97335872692062,12.727051226577625,13.532384848373985,25.52576940493072,30.949384516306075,0.6283846068700538,15.819589643995176,18.325461461830486,3.1500256283828074,3.702666659958224,1.9957179469118296,219.34615423317936,Poor
110.12084869043044,219.85562669088023,17.998081452947915,46.338907769418256,64.28502592739393,23.96218174108859,1.2687600719486691,8.647530877531564,28.722685755201525,28.57769202871027,36.975212172607606,1.6820089495840316,253.59471798543728,Poor
94.29827853350008,188.1608090786074,37.396033922803454,54.58489659849797,92.3736860028217,32.622889382021164,0.9173905079198827,13.316630153937144,43.76116791552125,11.444251827173426,19.925304160036475,3.1931386807464586,224.55717766044617,Poor
109.47762117746856,217.3571379158324,60.45863784743021,67.4251267527776,125.81644984709229,29.295307810407344,1.4132688018993058,17.186962402419773,40.04324095644608,28.965838446624268,45.05793314603874,5.328126740340826,234.28036211525952,Poor
116.64271353320557,173.2787222065091,3.927793545921354,58.537710579770796,32.69375716503018,18.197101578515404,0.7689226754120491,14.486816455784881,25.996209142206503,0.09750842319083168,0.2435352086337924,0.1267844506985596,262.87205188320894,Poor
99.49787980274608,248.8109678090935,57.115146309144976,54.90647724803915,84.25420397109751,39.03357135874312,1.7370941107039677,19.13615423467206,51.56655858520839,5.8885148771160525,34.24023318584918,1.7910236752166782,266.3477838201893,Poor
104.02843321963607,187.63930601911747,8.500656325220701,60.53280307165875,39.11524610272336,21.548712402041396,0.2281346854883916,15.860966260849233,63.66668071823468,0.3725387419535665,4.2324373303241964,0.3469427984187413,253.96365081865738,Poor
120.87959939519516,115.05788232871349,27.990705175791888,33.262789879824716,53.53564712812836,51.71493191453529,3.23777698112689,8.79837680933216,19.964721943394405,2.8609796474684765,2.0663737994011138,2.476652572992501,272.89766375374296,Poor
61.83429255679723,241.19746796169937,19.180938511188792,34.785608413304054,35.694655662870545,29.199188997199375,0.9379954692342624,13.221094498066385,34.95374563017119,2.4847462781852947,19.550856310458013,0.42941877022377584,214.1423300989513,Poor
118.85318437319219,157.23137743083547,25.6868738887966,40.98598033312578,45.64089314531868,44.280291309943934,1.1487378620856692,10.195261973773473,19.574990084492462,3.546213586257008,23.359553324752632,0.23122329658847224,282.4990289668536,Poor
96.9469866188392,195.53876239433566,78.9523766532552,49.88091489468089,124.391461937558,23.12196413792084,1.4169147992229267,11.11494172859597,34.461919295406595,31.8846008538942,48.35368607853576,5.86718385430842,243.40538110170985,Poor
81.28651985139787,120.58032599023764,14.623478616756222,23.43835240926145,29.83532216062289,23.102548922511588,10.350506361824976,4.631059731354159,23.582155484409427,3.5872816919041925,10.497835061433378,6.171718102294859,268.19470134322916,Poor
100.19691706195084,250.1107083093742,27.143507923673678,50.99304417972231,65.87484324660957,45.09508369388092,1.267711463274385,17.192056664749934,66.930274748454,3.2425289839969604,4.261077725073222,0.0,234.49420320060798,Poor
111.58423826534128,168.02054880886544,24.52245746263515,40.12604151081412,48.64304856989644,40.19818179268268,1.3645570773694151,7.023574935995183,43.314087971511,2.2600797030070345,4.7027671624794944,0.3188028236329298,265.91141547388304,Poor
76.60503998475804,163.3022133953035,70.13854937671246,53.64033236818161,121.70011078939389,29.795336220666343,1.1404612237121452,16.390015409938893,26.069113684849025,28.671128616273137,40.25450144772758,5.220999760742608,201.17933526363683,Poor
65.60080992115272,237.88880991626462,20.24250247979937,41.39685620096485,40.19422148963933,31.14541157337468,1.0713818182262551,15.233424794083266,48.969983480224364,2.901249586700105,22.053560332008576,0.29986776847384955,207.934214876841,Poor
110.78144520112768,168.40594213379615,4.2766345457009844,72.67960102352872,42.14469183183378,12.066011689254971,1.351299570096515,9.602704438902824,30.177232768079943,0.06308312804944118,0.0707909481730441,0.1,267.2332512197765,Poor
110.07513491128798,255.40729176241626,48.330913182575465,61.90397538874355,74.45546148349752,37.10123388413325,1.8818204944991737,28.953869717012076,56.156044180095606,5.823017197838017,35.84556692782453,2.0072604522736173,245.81814623847424,Poor
109.12009155394657,222.2533351268786,18.947020738268627,57.81457268659833,76.84159342486696,21.962601504134458,0.9464586816068794,18.5683602025739,18.65245322698979,24.2929418433232,27.50021912981326,2.445353873073337,215.45326805304146,Poor
65.6448942139656,249.39662056791218,19.144692972249967,26.053061770150705,31.75693822984929,34.48816208717461,0.7824489299862994,9.502652602373269,28.13673394979449,1.402142813738012,20.865610713326994,0.21306116248287424,227.60204887722637,Poor
61.81167594427476,161.7517389686418,11.721387746623225,40.26140713873616,45.56378059234371,29.47920561677866,7.013962220050228,11.86446113357768,49.78402039638904,2.2046524573406643,6.615543714450554,2.4563380976718925,273.1385322609109,Poor
63.635508252444104,242.52746570229957,19.154691487584344,38.78053165025015,39.57137261192454,28.680281918575286,1.0239664893743976,14.20391010565934,40.89285479524486,2.738127924725755,16.907506105842952,0.3527372337632537,208.7849202184789,Poor
131.18626526921994,317.53798724974166,37.034667170869305,66.43469823601211,75.91997639049148,51.18050660473028,2.7090489208250315,17.002830870622088,64.34576984794111,4.424760366297692,5.450471811770348,0.0,292.3809287122722,Poor
98.62647711278652,180.58249764090473,20.324841320922946,39.88398625926733,38.237059349198006,33.364454929312345,1.0610414700753936,15.098171012331125,40.32820875785558,2.736342024662248,20.308772121504838,0.7440726760916869,244.10414700753932,Poor
79.7201698735367,133.9842197954506,29.284062749108077,40.98160201069371,46.43290604948125,38.22732778645401,1.204947131217095,9.380291558309072,23.634008320318983,2.9773149592598327,19.30994869122329,0.17422620904769276,215.1957704973676,Poor
107.30450208684867,234.94198495923732,35.12576271321341,51.050822730526285,69.5758059871575,42.50782030801431,1.36453454230675,17.346725052778456,44.131182834403546,1.5873056514942083,4.1609968575821465,0.0,238.56297975426045,Poor
131.44760012731672,104.8874349083478,15.38728472421603,19.62513018330437,33.28814588209842,9.88166722452631,1.1986064759673722,7.5465887853025535,44.715999681708155,1.7559162217476143,10.974736313606654,2.321091454816868,222.14619491560487,Poor
138.29158491755769,286.4713661824683,87.74500385436684,59.99393704240521,111.5334784092694,44.001511756708936,1.999397287537272,20.160910539159914,44.390050268812864,6.378720666768944,37.24189423916857,2.147429140063099,299.71586412471385,Poor
111.53862800291195,222.06699859609347,56.13402854878601,65.51423479034122,118.4616854926976,30.890113026565714,1.4182732449153324,18.322802574097306,38.10921045327467,31.780865444180694,44.551705304273796,4.677670982976416,234.25336193441447,Poor
118.49430325280863,268.33480790236,62.346174212255754,62.36119843281732,89.99309064890056,40.849264861156314,1.872974825407156,23.69324782797172,51.29441199075664,6.704050349185689,49.84822244971565,1.04,278.017019246742,Poor
40.02153535008353,63.70108857775761,11.638980511530864,14.152567073312328,23.023955754694363,21.667837526196376,5.510677212027494,8.196138378747817,21.812348868370425,1.5130902757825195,2.742058552553725,1.7327901721580985,242.7638896869922,Poor
63.487323187741545,111.63147737884293,42.24465298106463,40.35186615938708,80.50444204490103,33.809822981317126,0.9250351560272672,9.431021589034977,15.216971627468881,2.0799288622477747,4.9810927267872,1.880809827173681,208.6021176186129,Poor
101.78212002403096,212.26933545664448,97.85728121903776,60.059767066736256,151.2349335319639,27.457204892171745,1.7181510726657951,13.215812608478494,35.429355174304405,36.265890252899744,50.151777870689045,8.213963681144294,239.84905908972684,Poor
67.41815664044898,185.6995803079715,21.30912937987694,43.52702588747835,60.15279830627569,27.0020013730937,2.7020763180987912,10.969906004227635,55.33894825380071,3.247874653131897,9.819155296112717,3.2199850109989816,244.53773849405871,Poor
88.96747587890003,183.70071456078026,36.620682449250495,44.3802630959785,57.81492349719368,36.79162104168585,1.2805901153952426,17.488215448605775,41.77615004472242,3.5092676827091336,33.61043725959325,0.7638250961627022,208.3530038465081,Poor
137.60377014285487,245.24210724910117,49.449839538662815,53.341230885087,72.33832270368174,37.111583350276064,1.5311588836425492,11.60403209226744,35.54354111033891,4.52370362755986,28.88397106312185,1.0132791609263492,294.732976752584,Poor
95.0922774320758,257.4960757675341,25.15681924786764,48.86910364472865,47.74626664090374,39.128784846493176,1.5239982014713198,17.09592985738147,45.39780755743122,4.686482464345367,46.78562207964762,0.6309973022069797,264.049865110349,Poor
108.83196199219744,198.03575993357344,12.272324614830834,12.173403860940805,18.83576876717534,12.619254503125514,0.8078768421877107,10.42520210311952,20.229328836734922,2.6817667843769204,4.812545031255152,1.2744893562487822,278.2123157812289,Poor
49.2893059952211,58.687270366065796,9.204357819465807,15.366375420160505,20.215315590050004,23.59570421073153,9.906741245492109,5.3181881073210295,24.276416243971035,1.1607536515315764,3.4267820693026314,1.0800612357157853,245.5030617857893,Poor
92.4871036512225,188.59900908462748,9.7583733261712,43.80862220624175,40.3322316317975,46.90833204745245,1.1178053287876233,10.501982751726944,65.82176035401035,2.732781148888514,11.869286002239823,2.116348374743559,235.64389342424752,Poor
93.79272890890387,238.05035067423995,37.76758688658082,54.376432883840025,64.30319094691478,38.063563988243295,1.401055150636516,21.72952185073388,43.94556918157872,4.9178387087164985,34.50939124779104,0.4942460975512981,239.74370444660804,Poor
124.5866551692218,107.71359263299424,15.590408147903846,32.1684026011145,32.717687628808406,70.43600632768742,9.517289793585173,5.865085504283033,26.887509511656837,0.9587304010756182,3.131841646808786,1.430791765956068,278.40146478714445,Poor
106.0719987053746,164.23744819070518,5.048869950123419,74.42982408076014,43.704228991352814,12.863229638665507,1.0373731548796337,10.326102469888793,28.070250955065422,0.0689201411365024,0.0689201411365024,0.1,261.98593648857394,Poor
69.74668920246816,114.29595519780756,56.29354789476367,43.407059990292645,80.06345123683,25.846840792678165,1.1425620620359185,11.161205441483672,18.212421622737754,1.5577653555655098,7.107999284015306,1.3585570501430615,212.17596276879596,Poor
113.93527718195135,224.90339691950774,48.762226925243674,53.28266822586182,73.3579324586067,37.261331374800896,1.4045484883053965,17.63800667427187,38.07608556752249,5.269779349690924,38.91480998292028,0.7983478608119379,283.6729092983238,Poor
133.17885708215042,262.1988608837209,34.42927717879797,32.027314752340786,55.656878191785005,17.14739159347642,2.3734692845061875,15.162334389006338,28.75110280610092,7.594062909694937,19.479766094231422,11.982616848082097,295.7730209000302,Poor
98.30345089600547,207.52986851189362,25.326161911438213,41.339972322197134,56.6401107853824,43.83873446368568,1.1627869995914577,13.109377583204806,39.91467487853003,1.9433125811620973,4.4146887545169315,0.5573167365410742,244.8153526509309,Poor
129.50817978761071,211.24534078584824,84.00748931274853,48.20519548438633,129.176945398703,32.989883506959515,1.342966916677964,9.092616597986707,17.947733720704544,2.386819162927064,7.29838522462491,2.727889184686825,259.70233405865866,Poor
99.186652026184,103.16364048715711,3.0029469925900325,0.7385265037049836,2.57,11.17557951111495,0.9136748147508172,7.194770666897058,48.614285910907604,1.0306289481302289,5.99407031087304,2.0068374073754085,212.35759407202613,Poor
136.26854401032992,214.78171898462597,31.843152580551727,34.439992491492426,11.280784110974267,44.668475445900604,0.6372538003523837,12.25355520720206,42.75884066179144,1.3427786047353742,4.434098716964789,0.18247444476625135,255.54574913716144,Poor
135.8524143999837,217.27957470268845,31.833450076683558,36.34815158556693,10.149903382339152,44.447473968903275,0.7482935668437248,13.299269512994302,44.48588635032666,1.6112145450882278,5.1908940186824735,0.21589418031218904,258.9955282902905,Poor
106.36296095467956,231.9599728992431,27.738427323866606,46.23845442462349,63.298575399710685,43.78145435490171,1.406859258226344,18.25389369305365,52.22438751160652,2.532683942181809,4.0611555493580624,0.06789383249722303,273.8471607176254,Poor
99.624041316903,177.22206032518417,65.72733092483095,52.256163694635646,116.05564606089018,32.74902128691462,1.3393056319186516,10.000438300280075,15.079533422517159,2.3320603251841945,8.907108632375351,3.2909048777629173,232.5532165590937,Poor
91.0663290646014,145.63294084117882,10.492855958602435,10.510973257267867,19.016696659153745,5.3608360461713485,0.17562703462851248,13.170151890675587,23.608117298665434,2.9902367732519477,3.2610319755841477,1.9349020352936013,220.26045057714188,Poor
108.99909804324403,254.94769234945645,41.82889103152002,59.48741838778562,71.93218339249,34.416844220850635,1.5177413566865574,19.27471465651079,50.32245601319735,4.026996063461,9.217619237626096,0.10841487904524157,242.6120350298362,Poor
61.30064486293718,223.7055098918579,19.40320200236648,39.569301263476504,39.785378212267105,32.083161192152055,1.0897268176439825,17.951204291021114,47.83798379075962,2.8505463647120357,25.678320095649468,0.7398253158691246,203.51365911780087,Poor
93.97640724330476,166.6641205552164,16.949017902721007,30.021790917250595,34.94718403559295,36.351559045673426,7.855770961741779,7.643802783884303,31.528857025405213,5.0664400098869296,16.40288001977386,17.805198735545613,225.98220004943462,Poor
89.34179842855049,252.72974389567162,56.297388741828634,44.57731070404346,95.34897558268656,30.32000556457948,1.5242204910197188,10.104649230984313,65.31194867219632,5.077778396064387,15.02265590847968,3.6999944354205248,294.08908674060353,Poor
128.98962953548576,181.79739373165899,11.977961072205137,32.237495220434745,41.91681113731378,15.934885901333908,0.6336608159762235,11.654491030741234,30.116491417187433,14.852609319100836,27.60308737391045,2.065103014155675,287.62884396358896,Poor
65.79538095060947,269.87562893705103,22.291433896779882,32.3353302167297,38.54243929896684,26.79800075772763,1.0240305796949356,12.589330595593514,43.06034307440849,2.590875627915394,22.77702107089825,0.7109636392542871,232.31433896779882,Poor
73.25185422966202,253.46032045083854,16.602478982275162,40.481521825178035,46.25858631116472,35.55660787517225,1.0348097718527454,12.825474580820705,50.95680016149064,1.7407609125890189,2.8860192207242115,0.0,216.90828992576957,Poor
96.93592126108491,232.91837524985837,39.520316478021336,49.16546134995187,59.59436385689807,37.430102202473996,1.3413529992388196,15.149266589723721,46.669103415413396,4.890173044909648,52.96330122036346,1.0107020502379116,207.3529992388195,Poor
110.22672370175958,220.61298489640927,56.92960898299489,68.59860616582984,124.46428542824584,30.382880970673924,1.3806244258407512,17.869058049537987,40.97274661158704,29.611853467572498,44.899865640913106,5.2679923633908565,234.10854960968814,Poor
59.27248149163814,190.5534337463405,20.629565994604274,38.783226961693394,57.2996093966613,23.33918560172905,1.0375134031301247,11.552486596869874,68.33259382191086,3.1057288742584666,8.107240235295896,3.06497319373975,234.4973193739751,Poor
109.568293647667,169.5291168393531,9.234620893106458,10.251328126361967,13.914384264356633,12.578531899963439,0.982027994734918,8.902194636647446,24.033034478694983,3.2823346103220365,6.704550906269161,0.8487735376515259,261.72404597159334,Poor
62.12511080101019,108.82019636655994,51.93678125855274,40.23167973165781,90.7725311901308,31.975712298403874,0.8203953200053168,10.311854963101874,14.816467892125695,0.7295484985899596,7.2114854152701,1.8265683939344943,218.0395320005317,Poor
97.39087011032468,183.90143852959338,45.249836466788,54.3151573737445,99.5625499927628,27.72367229987107,1.08676164904415,14.232488917053551,41.954542410195735,11.312518717410107,18.595427051949642,3.4942429316340444,222.0479755697163,Poor
91.33315249130959,187.64722547244926,33.163244720229194,53.94239676941596,87.51885546690113,33.90039986427568,0.8617047440828258,12.868196395155296,43.249973678254975,14.778183131470769,23.72402013202558,3.079081720784003,221.8295255917174,Poor
57.94822538829767,93.88365635878243,15.388881343075676,31.39529371451572,44.44069031988924,29.541843137448918,2.9101928436799347,12.610985849951104,20.724959165870928,15.974380839307006,21.04639114884037,2.3496228016799976,213.38576915022188,Poor
89.19729693959938,132.11441174662863,15.071190356192005,32.4430251625667,31.28754893404222,36.993333292358244,0.897773106661234,7.274299721781762,22.005182071107487,2.4284453786677536,15.21407567208801,0.043109242664493584,229.4971993788281,Poor
87.44328383595581,98.13685047422598,15.671098579799038,23.01786235760836,36.889058644036176,18.717455362095173,3.819734059323912,9.512000853111363,49.00996518290531,1.6555998293777272,8.023075626027829,1.7527901440259863,259.1414613338747,Poor
